message_id,customer_id,timestamp,message_text,channel,previous_tickets
MSG00322,CUST4002,2026-04-26 10:16:35.947267,Tracking not updating,Email,2
MSG00323,CUST8082,2026-04-22 10:16:35.947275,Need invoice for my purchase,Social,1
MSG00324,CUST8230,2026-05-08 10:16:35.947284,Order stuck in transit,Email,3
MSG00325,CUST6421,2026-05-12 10:16:35.947296,My package has not arrived,Social,0
MSG00326,CUST2126,2026-05-06 10:16:35.947304,Tracking not updating,Email,3
MSG00327,CUST5328,2026-05-16 10:16:35.947312,Wrong item delivered,Social,4
MSG00328,CUST8990,2026-04-22 10:16:35.947321,Password reset not working,App,3
MSG00329,CUST5231,2026-04-28 10:16:35.947330,Need invoice for my purchase,Social,5
MSG00330,CUST6239,2026-04-26 10:16:35.947339,I am unhappy with support,Social,1
MSG00331,CUST9472,2026-04-23 10:16:35.947347,Website not loading,Chat,3
MSG00332,CUST6204,2026-05-19 10:16:35.947356,I was charged twice for my order,App,3
MSG00333,CUST5763,2026-04-28 10:16:35.947364,Delivery delayed again !!! urgent help !!!,App,5
MSG00334,CUST7461,2026-04-26 10:16:35.947375,I am unhappy with support,Social,5
MSG00335,CUST1918,2026-04-28 10:16:35.947384,Error during payment,Email,1
MSG00336,CUST1396,2026-05-04 10:16:35.947394,My package has not arrived,App,1
MSG00337,CUST1657,2026-05-08 10:16:35.947403,My package has not arrived,Chat,0
MSG00338,CUST8182,2026-05-16 10:16:35.947412,Refund not received yet,Chat,5
MSG00339,CUST4391,2026-05-10 10:16:35.947420,Refund not received yet,App,1
MSG00340,CUST1355,2026-05-14 10:16:35.947428,Wrong item delivered,App,1
MSG00341,CUST2973,2026-04-25 10:16:35.947437,Tracking not updating,Chat,2
MSG00342,CUST1905,2026-05-04 10:16:35.947446,Error during payment !!! urgent help !!!,App,5
MSG00343,CUST1343,2026-05-11 10:16:35.947450,Very bad service,Chat,4
MSG00344,CUST2118,2026-05-12 10:16:35.947454,Refund not received yet,Email,3
MSG00345,CUST7347,2026-04-24 10:16:35.947459,Tracking not updating,Email,1
MSG00346,CUST8969,2026-05-18 10:16:35.947463,Worst experience ever,App,3
MSG00347,CUST3748,2026-04-26 10:16:35.947467,Delivery delayed again !!! urgent help !!!,Social,3
MSG00348,CUST2808,2026-04-26 10:16:35.947471,Coupon code not working,Chat,5
MSG00349,CUST7663,2026-05-14 10:16:35.947474,Order stuck in transit,Chat,1
MSG00350,CUST4778,2026-05-15 10:16:35.947478,Tracking not updating,Chat,4
MSG00351,CUST7680,2026-04-23 10:16:35.947482,Cannot login to account,Email,5
MSG00352,CUST3282,2026-05-09 10:16:35.947486,I am unhappy with support,App,2
MSG00353,CUST3057,2026-05-03 10:16:35.947491,My package has not arrived,Social,1
MSG00354,CUST3840,2026-04-28 10:16:35.947495,Very bad service,App,0
MSG00355,CUST6263,2026-05-08 10:16:35.947499,App is crashing,Social,3
MSG00356,CUST7219,2026-05-07 10:16:35.947504,Error during payment,Social,3
MSG00357,CUST9551,2026-04-22 10:16:35.947507,I am unhappy with support,Email,2
MSG00358,CUST1653,2026-04-25 10:16:35.947511,Payment failed but money deducted,Chat,0
MSG00359,CUST5849,2026-05-15 10:16:35.947515,   ,Email,5
MSG00360,CUST3720,2026-04-23 10:16:35.947519,Need invoice for my purchase !!! urgent help !!!,Email,1
MSG00361,CUST2018,2026-05-17 10:16:35.947523,Very bad service !!! urgent help !!!,App,1
MSG00362,CUST2122,2026-04-30 10:16:35.947527,Very bad service,App,3
MSG00363,CUST8876,2026-04-20 10:16:35.947531,Error during payment !!! urgent help !!!,Chat,4
MSG00364,CUST4303,2026-05-07 10:16:35.947537,I want refund immediately,Social,1
MSG00365,CUST4771,2026-05-16 10:16:35.947541,My package has not arrived,Chat,1
MSG00366,CUST6408,2026-05-17 10:16:35.947545,App is crashing !!! urgent help !!!,Social,2
MSG00367,CUST6624,2026-04-29 10:16:35.947549,I am unhappy with support,Email,1
MSG00368,CUST8931,2026-04-26 10:16:35.947553,Order stuck in transit,App,1
MSG00369,CUST7084,2026-04-25 10:16:35.947557,Wrong item delivered,Email,3
MSG00370,CUST5816,2026-05-04 10:16:35.947561,I was charged twice for my order !!! urgent help !!!,Chat,1
MSG00371,CUST1382,2026-05-06 10:16:35.947565,Password reset not working,Chat,3
MSG00372,CUST1723,2026-05-16 10:16:35.947569,I want refund immediately,App,4
MSG00373,CUST7062,2026-05-20 10:16:35.947573,Worst experience ever,Social,5
MSG00374,CUST2730,2026-05-04 10:16:35.947576,I want refund immediately,Email,5
MSG00375,CUST4444,2026-04-23 10:16:35.947581,My package has not arrived,Social,3
MSG00376,CUST3913,2026-05-12 10:16:35.947585,Delivery delayed again !!! urgent help !!!,Chat,4
MSG00377,CUST3959,2026-05-03 10:16:35.947591,Wrong item delivered,Social,1
MSG00378,CUST8851,2026-04-27 10:16:35.947595,Coupon code not working,Email,4
MSG00379,CUST8894,2026-05-20 10:16:35.947599,Error during payment,App,5
MSG00380,CUST1610,2026-04-26 10:16:35.947602,   ,Chat,4
MSG00381,CUST9886,2026-05-19 10:16:35.947606,Wrong item delivered,App,1
MSG00382,CUST2607,2026-04-30 10:16:35.947610,Need invoice for my purchase,Social,5
MSG00383,CUST5951,2026-05-11 10:16:35.947614,Need invoice for my purchase,Chat,4
MSG00384,CUST4594,2026-05-04 10:16:35.947619,Password reset not working,Email,1
MSG00385,CUST9888,2026-05-04 10:16:35.947623,Worst experience ever,Email,1
MSG00386,CUST7998,2026-05-04 10:16:35.947627,No response from team,App,0
MSG00387,CUST4704,2026-04-30 10:16:35.947630,Error during payment !!! urgent help !!!,Email,4
MSG00388,CUST1241,2026-05-10 10:16:35.947635,App is crashing,Email,1
MSG00389,CUST2608,2026-05-08 10:16:35.947639,Wrong item delivered,Chat,2
MSG00390,CUST5694,2026-05-17 10:16:35.947643,Website not loading,Chat,1
MSG00391,CUST1345,2026-04-22 10:16:35.947647,Need invoice for my purchase,App,0
MSG00392,CUST4964,2026-05-15 10:16:35.947651,Worst experience ever,App,4
MSG00393,CUST5811,2026-04-28 10:16:35.947655,My package has not arrived,Chat,3
MSG00394,CUST8674,2026-04-28 10:16:35.947660,Refund not received yet,App,5
MSG00395,CUST7925,2026-05-20 10:16:35.947664,No response from team,Social,2
MSG00396,CUST7137,2026-05-01 10:16:35.947668,Payment failed but money deducted,App,1
MSG00397,CUST2995,2026-04-29 10:16:35.947671,Cannot login to account,Email,1
MSG00398,CUST2670,2026-04-25 10:16:35.947676,I am unhappy with support,App,4
MSG00399,CUST1273,2026-05-10 10:16:35.947681,Password reset not working,Chat,4
MSG00400,CUST9467,2026-05-07 10:16:35.947685,Need invoice for my purchase,Social,5
MSG00401,CUST8779,2026-05-11 10:16:35.947690,I am unhappy with support !!! urgent help !!!,App,3
MSG00402,CUST2967,2026-05-06 10:16:35.947694,Delivery delayed again !!! urgent help !!!,Email,5
MSG00403,CUST8139,2026-05-20 10:16:35.947700,Need invoice for my purchase,Chat,0
MSG00404,CUST3552,2026-05-16 10:16:35.947705,Delivery delayed again,Chat,0
MSG00405,CUST4207,2026-05-13 10:16:35.947709,Cannot login to account,Chat,1
MSG00406,CUST6964,2026-05-05 10:16:35.947713,I was charged twice for my order,Chat,1
MSG00407,CUST5611,2026-05-11 10:16:35.947717,My package has not arrived,Social,5
MSG00408,CUST1074,2026-04-28 10:16:35.947721,Coupon code not working,App,4
MSG00409,CUST5989,2026-05-05 10:16:35.947725,Worst experience ever !!! urgent help !!!,App,4
MSG00410,CUST4186,2026-05-19 10:16:35.947729,My package has not arrived,Chat,0
MSG00411,CUST7566,2026-04-23 10:16:35.947733,I am unhappy with support,Chat,4
MSG00412,CUST2289,2026-05-12 10:16:35.947737,Cannot login to account,App,3
MSG00413,CUST1523,2026-05-04 10:16:35.947741,Website not loading,App,0
MSG00414,CUST9451,2026-04-28 10:16:35.947745,Payment failed but money deducted,Social,4
MSG00415,CUST2064,2026-05-16 10:16:35.947749,Coupon code not working,App,1
MSG00416,CUST5100,2026-05-19 10:16:35.947753,Error during payment,Email,1
MSG00417,CUST9509,2026-04-21 10:16:35.947756,Password reset not working !!! urgent help !!!,Social,4
MSG00418,CUST7350,2026-05-12 10:16:35.947760,Delivery delayed again,Chat,0
MSG00419,CUST2721,2026-05-16 10:16:35.947765,Password reset not working,Social,4
MSG00420,CUST9918,2026-04-26 10:16:35.947769,Error during payment,Email,5
MSG00421,CUST9811,2026-04-28 10:16:35.947773,Error during payment !!! urgent help !!!,Social,5
MSG00422,CUST6216,2026-04-29 10:16:35.947777,Worst experience ever,Email,0
MSG00423,CUST5856,2026-04-20 10:16:35.947782,My package has not arrived,Social,5
MSG00424,CUST8214,2026-04-21 10:16:35.947785,Need invoice for my purchase,Email,3
MSG00425,CUST5401,2026-05-14 10:16:35.947790,I am unhappy with support,App,0
MSG00426,CUST9500,2026-04-20 10:16:35.947793,App is crashing,Email,3
MSG00427,CUST3874,2026-05-17 10:16:35.947797,Payment failed but money deducted,Chat,5
MSG00428,CUST6350,2026-05-09 10:16:35.947801,My package has not arrived,Social,2
MSG00429,CUST7127,2026-05-20 10:16:35.947805,No response from team,Social,3
MSG00430,CUST2307,2026-04-23 10:16:35.947809,Password reset not working,Email,3
MSG00431,CUST9628,2026-05-09 10:16:35.947812,Very bad service !!! urgent help !!!,Social,3
MSG00432,CUST8505,2026-05-09 10:16:35.947816,Refund not received yet,Social,1
MSG00433,CUST9246,2026-05-17 10:16:35.947820,Coupon code not working,App,5
MSG00434,CUST3571,2026-04-20 10:16:35.947824,Delivery delayed again,App,3
MSG00435,CUST9498,2026-05-09 10:16:35.947828,Website not loading !!! urgent help !!!,Chat,0
MSG00436,CUST3685,2026-04-21 10:16:35.947832,Very bad service,Chat,2
MSG00437,CUST3703,2026-04-22 10:16:35.947836,Error during payment,Social,5
MSG00438,CUST2294,2026-05-17 10:16:35.947840,Very bad service,App,1
MSG00439,CUST8153,2026-05-18 10:16:35.947844,Wrong item delivered !!! urgent help !!!,Email,4
MSG00440,CUST4884,2026-05-16 10:16:35.947849,Error during payment !!! urgent help !!!,Email,4
MSG00441,CUST8315,2026-05-12 10:16:35.947854,Tracking not updating,Email,3
MSG00442,CUST6747,2026-04-20 10:16:35.947858,Wrong item delivered,Chat,5
MSG00443,CUST7485,2026-05-02 10:16:35.947862,I am unhappy with support !!! urgent help !!!,Email,4
MSG00444,CUST7447,2026-04-20 10:16:35.947866,App is crashing !!! urgent help !!!,Email,5
MSG00445,CUST7557,2026-05-17 10:16:35.947870,I was charged twice for my order,Chat,5
MSG00446,CUST9278,2026-04-21 10:16:35.947874,Need invoice for my purchase,App,5
MSG00447,CUST9590,2026-05-05 10:16:35.947878,Payment failed but money deducted,App,1
MSG00448,CUST4672,2026-05-20 10:16:35.947882,Worst experience ever,Email,2
MSG00449,CUST4059,2026-05-19 10:16:35.947886,Website not loading,App,5
MSG00450,CUST9331,2026-04-23 10:16:35.947889,Need invoice for my purchase,App,2
MSG00451,CUST2756,2026-05-18 10:16:35.947893,I was charged twice for my order,App,2
MSG00452,CUST2403,2026-04-20 10:16:35.947897,I am unhappy with support,Chat,2
MSG00453,CUST1013,2026-05-16 10:16:35.947902,Worst experience ever,Social,1
MSG00454,CUST4117,2026-05-18 10:16:35.947906,Wrong item delivered,App,3
MSG00455,CUST3976,2026-05-06 10:16:35.947909,Website not loading,Chat,4
MSG00456,CUST2710,2026-04-25 10:16:35.947913,Order stuck in transit,Social,0
MSG00457,CUST4982,2026-05-18 10:16:35.947918,Very bad service,Social,1
MSG00458,CUST6661,2026-05-02 10:16:35.947922,Delivery delayed again,Email,0
MSG00459,CUST9106,2026-05-14 10:16:35.947925,   ,App,3
MSG00460,CUST7606,2026-05-17 10:16:35.947929,Worst experience ever,App,2
MSG00461,CUST8701,2026-05-16 10:16:35.947933,Delivery delayed again,Social,1
MSG00462,CUST6990,2026-05-19 10:16:35.947940,Wrong item delivered !!! urgent help !!!,Email,4
MSG00463,CUST3821,2026-05-07 10:16:35.947944,   ,Email,3
MSG00464,CUST4386,2026-04-25 10:16:35.947947,Website not loading,Email,1
MSG00465,CUST6324,2026-05-03 10:16:35.947951,Refund not received yet,Chat,2
MSG00466,CUST9279,2026-05-11 10:16:35.947955,App is crashing,Social,3
MSG00467,CUST5834,2026-05-02 10:16:35.947959,Refund not received yet !!! urgent help !!!,Social,4
MSG00468,CUST1163,2026-05-15 10:16:35.947963,I was charged twice for my order,App,0
MSG00469,CUST7238,2026-04-20 10:16:35.947967,Delivery delayed again !!! urgent help !!!,Email,1
MSG00470,CUST7965,2026-04-26 10:16:35.947970,Refund not received yet,Social,5
MSG00471,CUST6130,2026-04-23 10:16:35.947974,I want refund immediately,Email,1
MSG00472,CUST9828,2026-04-24 10:16:35.947978,   ,Chat,4
MSG00473,CUST4040,2026-05-02 10:16:35.947982,Very bad service,Social,4
MSG00474,CUST4942,2026-05-01 10:16:35.947986,Password reset not working,Chat,1
MSG00475,CUST8720,2026-05-11 10:16:35.947990,Payment failed but money deducted,Email,4
MSG00476,CUST2138,2026-05-10 10:16:35.947994,Error during payment,App,5
MSG00477,CUST3325,2026-04-24 10:16:35.947998,I want refund immediately,Email,4
MSG00478,CUST1690,2026-05-12 10:16:35.948002,Password reset not working,App,0
MSG00479,CUST2279,2026-05-14 10:16:35.948005,Wrong item delivered,App,0
MSG00480,CUST8064,2026-05-12 10:16:35.948009,Very bad service !!! urgent help !!!,Chat,4
MSG00481,CUST5186,2026-05-13 10:16:35.948014,My package has not arrived,App,2
MSG00482,CUST4281,2026-05-04 10:16:35.948018,Order stuck in transit !!! urgent help !!!,Social,2
MSG00483,CUST8205,2026-05-09 10:16:35.948023,Wrong item delivered,Chat,0
MSG00484,CUST9713,2026-05-08 10:16:35.948027,Order stuck in transit,App,4
MSG00485,CUST6017,2026-05-10 10:16:35.948031,Wrong item delivered,App,5
MSG00486,CUST9461,2026-05-19 10:16:35.948035,Cannot login to account,Social,1
MSG00487,CUST1865,2026-04-24 10:16:35.948040,I want refund immediately,Social,4
MSG00488,CUST3990,2026-04-27 10:16:35.948044,Payment failed but money deducted,Email,0
MSG00489,CUST1675,2026-05-11 10:16:35.948048,Wrong item delivered,App,5
MSG00490,CUST9890,2026-05-05 10:16:35.948052,Cannot login to account,App,3
MSG00491,CUST7389,2026-05-10 10:16:35.948056,Worst experience ever,Chat,5
MSG00492,CUST4994,2026-05-14 10:16:35.948060,I was charged twice for my order !!! urgent help !!!,Chat,0
MSG00493,CUST3424,2026-05-07 10:16:35.948064,Delivery delayed again,Social,2
MSG00494,CUST5507,2026-05-12 10:16:35.948068,I want refund immediately,Social,3
MSG00495,CUST4967,2026-04-24 10:16:35.948071,Wrong item delivered,Email,1
MSG00496,CUST2620,2026-05-10 10:16:35.948075,Delivery delayed again,Chat,1
MSG00497,CUST2288,2026-04-20 10:16:35.948079,Worst experience ever,Social,4
MSG00498,CUST4062,2026-05-05 10:16:35.948082,Need invoice for my purchase,Social,0
MSG00499,CUST3627,2026-04-29 10:16:35.948087,   ,Chat,3
MSG00500,CUST8614,2026-04-21 10:16:35.948091,Delivery delayed again,Email,4
MSG00501,CUST1624,2026-05-18 10:16:35.948096,Payment failed but money deducted,Social,3
MSG00502,CUST7207,2026-05-08 10:16:35.948100,Cannot login to account !!! urgent help !!!,Email,3
MSG00503,CUST4392,2026-05-18 10:16:35.948104,Website not loading,Chat,1
MSG00504,CUST4722,2026-04-24 10:16:35.948109,Delivery delayed again,Email,0
MSG00505,CUST5950,2026-04-26 10:16:35.948113,Worst experience ever !!! urgent help !!!,Social,5
MSG00506,CUST3930,2026-05-16 10:16:35.948117,Need invoice for my purchase,Social,0
MSG00507,CUST6576,2026-05-14 10:16:35.948121,Website not loading,Email,2
MSG00508,CUST6784,2026-05-18 10:16:35.948125,No response from team,App,4
MSG00509,CUST6953,2026-05-02 10:16:35.948129,Order stuck in transit,Chat,5
MSG00510,CUST4476,2026-04-29 10:16:35.948133,Worst experience ever,Chat,4
MSG00511,CUST9134,2026-04-28 10:16:35.948137,   ,Email,5
MSG00512,CUST3427,2026-05-08 10:16:35.948141,Website not loading,Social,1
MSG00513,CUST9246,2026-05-15 10:16:35.948145,Wrong item delivered,App,1
MSG00514,CUST3688,2026-05-13 10:16:35.948149,Website not loading,Chat,4
MSG00515,CUST5808,2026-04-29 10:16:35.948152,   ,Social,2
MSG00516,CUST6712,2026-05-04 10:16:35.948156,I want refund immediately !!! urgent help !!!,Chat,2
MSG00517,CUST5270,2026-05-15 10:16:35.948160,Worst experience ever,Email,1
MSG00518,CUST7320,2026-05-17 10:16:35.948164,   ,Chat,2
MSG00519,CUST3313,2026-04-26 10:16:35.948168,Payment failed but money deducted,Chat,4
MSG00520,CUST9048,2026-05-08 10:16:35.948173,Order stuck in transit,App,1
MSG00521,CUST1895,2026-04-27 10:16:35.948179,Password reset not working,App,5
MSG00522,CUST4344,2026-04-25 10:16:35.948183,I want refund immediately,App,1
MSG00523,CUST7264,2026-05-03 10:16:35.948187,Worst experience ever,Chat,4
MSG00524,CUST9153,2026-04-27 10:16:35.948191,Delivery delayed again,App,2
MSG00525,CUST2193,2026-05-19 10:16:35.948195,Coupon code not working,Email,1
MSG00526,CUST1988,2026-05-18 10:16:35.948200,Website not loading,Social,1
MSG00527,CUST5986,2026-05-10 10:16:35.948204,Need invoice for my purchase,Social,1
MSG00528,CUST9912,2026-05-15 10:16:35.948207,I was charged twice for my order,Chat,2
MSG00529,CUST5134,2026-04-25 10:16:35.948211,I want refund immediately,Chat,4
MSG00530,CUST6542,2026-05-19 10:16:35.948215,Coupon code not working,App,2
MSG00531,CUST1751,2026-05-03 10:16:35.948219,Very bad service,Social,1
MSG00532,CUST5538,2026-05-03 10:16:35.948223,Tracking not updating,App,3
MSG00533,CUST6709,2026-04-30 10:16:35.948227,Website not loading,Social,1
MSG00534,CUST7849,2026-05-15 10:16:35.948231,Website not loading,Social,5
MSG00535,CUST1387,2026-04-22 10:16:35.948235,Website not loading !!! urgent help !!!,Social,4
MSG00536,CUST1959,2026-05-08 10:16:35.948238,Tracking not updating,App,5
MSG00537,CUST7999,2026-05-20 10:16:35.948242,Tracking not updating,Email,5
MSG00538,CUST5171,2026-05-07 10:16:35.948246,Password reset not working,Chat,1
MSG00539,CUST6061,2026-05-18 10:16:35.948250,Wrong item delivered,Social,2
MSG00540,CUST5006,2026-04-24 10:16:35.948255,Error during payment !!! urgent help !!!,Chat,4
MSG00541,CUST9857,2026-04-21 10:16:35.948259,Refund not received yet,App,4
MSG00542,CUST1131,2026-05-07 10:16:35.948263,Cannot login to account,Social,2
MSG00543,CUST6691,2026-05-13 10:16:35.948266,Payment failed but money deducted !!! urgent help !!!,Email,1
MSG00544,CUST1034,2026-05-07 10:16:35.948271,Payment failed but money deducted,Email,4
MSG00545,CUST6324,2026-04-30 10:16:35.948275,I was charged twice for my order,Chat,5
MSG00546,CUST2301,2026-05-08 10:16:35.948278,Order stuck in transit,Social,3
MSG00547,CUST8240,2026-05-07 10:16:35.948283,   ,Email,4
MSG00548,CUST4977,2026-04-21 10:16:35.948287,Worst experience ever,Social,2
MSG00549,CUST2658,2026-05-09 10:16:35.948291,Error during payment,Chat,1
MSG00550,CUST1368,2026-04-30 10:16:35.948295,App is crashing,Chat,0
MSG00551,CUST4643,2026-05-20 10:16:35.948299,   ,App,0
MSG00552,CUST4681,2026-05-12 10:16:35.948303,Worst experience ever,Email,0
MSG00553,CUST1109,2026-04-20 10:16:35.948307,No response from team,Email,4
MSG00554,CUST2890,2026-04-30 10:16:35.948311,Website not loading,Email,1
MSG00555,CUST6721,2026-05-15 10:16:35.948315,Error during payment,App,1
MSG00556,CUST6941,2026-04-23 10:16:35.948319,Website not loading,Social,0
MSG00557,CUST4112,2026-05-01 10:16:35.948323,Very bad service,Chat,3
MSG00558,CUST9199,2026-05-20 10:16:35.948328,Very bad service,Social,4
MSG00559,CUST6548,2026-05-06 10:16:35.948333,Order stuck in transit,Email,1
MSG00560,CUST9922,2026-05-12 10:16:35.948337,Worst experience ever,Chat,5
MSG00561,CUST6073,2026-04-20 10:16:35.948340,Password reset not working,Social,3
MSG00562,CUST7277,2026-05-09 10:16:35.948344,Coupon code not working,Email,0
MSG00563,CUST4113,2026-05-09 10:16:35.948348,Coupon code not working,Email,3
MSG00564,CUST2752,2026-05-16 10:16:35.948352,Password reset not working,Email,5
MSG00565,CUST9908,2026-04-29 10:16:35.948356,Order stuck in transit,App,5
MSG00566,CUST1521,2026-05-06 10:16:35.948360,I want refund immediately,Email,0
MSG00567,CUST4579,2026-05-04 10:16:35.948364,Coupon code not working,Chat,5
MSG00568,CUST3791,2026-04-30 10:16:35.948369,Password reset not working !!! urgent help !!!,Chat,1
MSG00569,CUST4362,2026-04-27 10:16:35.948373,Need invoice for my purchase !!! urgent help !!!,App,2
MSG00570,CUST3233,2026-04-29 10:16:35.948377,Error during payment,Chat,2
MSG00571,CUST1593,2026-04-27 10:16:35.948381,Worst experience ever,Chat,1
MSG00572,CUST6305,2026-05-04 10:16:35.948386,I was charged twice for my order,Social,2
MSG00573,CUST8731,2026-04-24 10:16:35.948390,Tracking not updating !!! urgent help !!!,Social,3
MSG00574,CUST3196,2026-05-20 10:16:35.948394,Website not loading,App,2
MSG00575,CUST4654,2026-05-12 10:16:35.948397,My package has not arrived,Chat,1
MSG00576,CUST3061,2026-05-17 10:16:35.948401,I am unhappy with support,Email,2
MSG00577,CUST7285,2026-05-19 10:16:35.948405,Need invoice for my purchase,Social,4
MSG00578,CUST7311,2026-05-16 10:16:35.948409,Very bad service,Email,5
MSG00579,CUST9629,2026-05-17 10:16:35.948414,Website not loading !!! urgent help !!!,App,3
MSG00580,CUST7933,2026-05-06 10:16:35.948419,Worst experience ever,Chat,4
MSG00581,CUST1060,2026-05-17 10:16:35.948422,Coupon code not working,App,5
MSG00582,CUST4203,2026-05-03 10:16:35.948426,I am unhappy with support,Chat,4
MSG00583,CUST5875,2026-05-16 10:16:35.948430,I was charged twice for my order !!! urgent help !!!,App,5
MSG00584,CUST1414,2026-04-25 10:16:35.948434,I was charged twice for my order,Email,5
MSG00585,CUST8310,2026-04-25 10:16:35.948438,Cannot login to account,Email,3
MSG00586,CUST8212,2026-05-05 10:16:35.948442,No response from team,Chat,4
MSG00587,CUST4266,2026-05-17 10:16:35.948446,Error during payment !!! urgent help !!!,Chat,1
MSG00588,CUST7057,2026-04-27 10:16:35.948450,Wrong item delivered,Social,4
MSG00589,CUST6989,2026-05-06 10:16:35.948456,Wrong item delivered,App,3
MSG00590,CUST2940,2026-05-19 10:16:35.948459,Very bad service,Email,4
MSG00591,CUST3362,2026-05-17 10:16:35.948463,I want refund immediately,Email,4
MSG00592,CUST5863,2026-04-28 10:16:35.948467,Order stuck in transit,Email,0
MSG00593,CUST6552,2026-04-24 10:16:35.948472,Delivery delayed again !!! urgent help !!!,App,5
MSG00594,CUST6986,2026-05-16 10:16:35.948476,Worst experience ever,Chat,5
MSG00595,CUST1931,2026-04-23 10:16:35.948480,I want refund immediately,App,1
MSG00596,CUST2850,2026-04-22 10:16:35.948484,Tracking not updating,Social,5
MSG00597,CUST6850,2026-05-20 10:16:35.948488,No response from team,Social,2
MSG00598,CUST7810,2026-05-03 10:16:35.948492,My package has not arrived,Chat,1
MSG00599,CUST1187,2026-05-10 10:16:35.948497,My package has not arrived,App,0
MSG00600,CUST4629,2026-05-04 10:16:35.948501,Order stuck in transit,Chat,3
MSG00601,CUST7853,2026-05-08 10:16:35.948505,Payment failed but money deducted !!! urgent help !!!,Social,4
MSG00602,CUST8290,2026-05-01 10:16:35.948509,Refund not received yet !!! urgent help !!!,Email,3
MSG00603,CUST3837,2026-05-06 10:16:35.948513,Tracking not updating,Chat,0
MSG00604,CUST6488,2026-05-07 10:16:35.948517,Tracking not updating !!! urgent help !!!,Chat,4
MSG00605,CUST9594,2026-05-06 10:16:35.948520,Website not loading,Chat,4
MSG00606,CUST5513,2026-04-27 10:16:35.948524,Very bad service,Email,1
MSG00607,CUST7240,2026-04-26 10:16:35.948528,Delivery delayed again,Social,5
MSG00608,CUST6065,2026-05-15 10:16:35.948532,Payment failed but money deducted,App,4
MSG00609,CUST5644,2026-05-07 10:16:35.948536,Delivery delayed again,App,3
MSG00610,CUST6630,2026-05-07 10:16:35.948541,   ,Email,5
MSG00611,CUST5549,2026-05-01 10:16:35.948546,Need invoice for my purchase !!! urgent help !!!,Email,2
MSG00612,CUST9292,2026-05-16 10:16:35.948551,I am unhappy with support,Chat,5
MSG00613,CUST6967,2026-05-10 10:16:35.948555,Coupon code not working !!! urgent help !!!,Social,1
MSG00614,CUST1592,2026-05-07 10:16:35.948559,Website not loading,Email,2
MSG00615,CUST3738,2026-05-11 10:16:35.948563,Wrong item delivered,Chat,1
MSG00616,CUST8448,2026-05-13 10:16:35.948567,I want refund immediately,Email,1
MSG00617,CUST2826,2026-05-04 10:16:35.948570,Website not loading,App,3
MSG00618,CUST2313,2026-05-13 10:16:35.948575,Order stuck in transit,Email,4
MSG00619,CUST1506,2026-05-13 10:16:35.948579,Delivery delayed again,Social,0
MSG00620,CUST8790,2026-04-25 10:16:35.948583,Website not loading !!! urgent help !!!,App,5
MSG00621,CUST1715,2026-05-06 10:16:35.948587,Delivery delayed again,Chat,1
MSG00622,CUST5222,2026-04-20 10:16:35.948591,I am unhappy with support,Social,4
MSG00623,CUST5325,2026-05-15 10:16:35.948595,I am unhappy with support !!! urgent help !!!,App,1
MSG00624,CUST3718,2026-05-12 10:16:35.948599,I was charged twice for my order,Chat,3
MSG00625,CUST7139,2026-05-14 10:16:35.948603,Order stuck in transit,Email,2
MSG00626,CUST8582,2026-04-28 10:16:35.948606,Website not loading,Social,2
MSG00627,CUST6136,2026-05-07 10:16:35.948610,My package has not arrived,Email,1
MSG00628,CUST6293,2026-04-29 10:16:35.948614,Coupon code not working,Email,3
MSG00629,CUST6449,2026-04-23 10:16:35.948618,I was charged twice for my order,Social,5
MSG00630,CUST1267,2026-05-02 10:16:35.948622,Order stuck in transit,App,0
MSG00631,CUST5002,2026-05-03 10:16:35.948626,I am unhappy with support !!! urgent help !!!,Social,1
MSG00632,CUST7406,2026-04-25 10:16:35.948631,Website not loading,Email,4
MSG00633,CUST8901,2026-05-11 10:16:35.948635,My package has not arrived,Chat,2
MSG00634,CUST4912,2026-05-10 10:16:35.948639,Tracking not updating,Social,0
MSG00635,CUST6415,2026-05-03 10:16:35.948643,I want refund immediately,Chat,1
MSG00636,CUST1508,2026-05-15 10:16:35.948648,Coupon code not working,Social,4
MSG00637,CUST2353,2026-05-15 10:16:35.948652,Need invoice for my purchase,Chat,0
MSG00638,CUST3307,2026-05-19 10:16:35.948663,Very bad service,Chat,5
MSG00639,CUST1104,2026-05-16 10:16:35.948667,App is crashing !!! urgent help !!!,App,4
MSG00640,CUST7207,2026-04-24 10:16:35.948671,Order stuck in transit,Social,4
MSG00641,CUST2688,2026-05-09 10:16:35.948675,Need invoice for my purchase,Email,0
MSG00642,CUST3951,2026-05-06 10:16:35.948679,Cannot login to account,Email,2
MSG00643,CUST1390,2026-05-15 10:16:35.948683,   ,Email,0
MSG00644,CUST6455,2026-05-17 10:16:35.948687,Worst experience ever,Social,0
MSG00645,CUST5914,2026-05-12 10:16:35.948691,Delivery delayed again,Social,0
MSG00646,CUST3233,2026-04-27 10:16:35.948695,Error during payment,Email,5
MSG00647,CUST9600,2026-04-24 10:16:35.948699,Wrong item delivered,Social,5
MSG00648,CUST1990,2026-04-21 10:16:35.948702,Order stuck in transit,App,1
MSG00649,CUST4326,2026-04-22 10:16:35.948707,Delivery delayed again,Chat,5
MSG00650,CUST8742,2026-04-21 10:16:35.948711,Order stuck in transit,App,4
