message_id,customer_id,message_text,intent,priority,suggested_reply,escalation_flag
MSG00324,CUST8230,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00325,CUST6421,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00326,CUST2126,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00327,CUST5328,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00328,CUST8990,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00329,CUST5231,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00330,CUST6239,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00331,CUST9472,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00332,CUST6204,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00333,CUST5763,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00334,CUST7461,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00335,CUST1918,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00336,CUST1396,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00337,CUST1657,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00338,CUST8182,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00339,CUST4391,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00340,CUST1355,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00341,CUST2973,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00342,CUST1905,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00343,CUST1343,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00344,CUST2118,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00345,CUST7347,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00346,CUST8969,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00347,CUST3748,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00348,CUST2808,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00349,CUST7663,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00350,CUST4778,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00351,CUST7680,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00352,CUST3282,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00353,CUST3057,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00354,CUST3840,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00355,CUST6263,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00356,CUST7219,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00357,CUST9551,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00358,CUST1653,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00359,CUST5849,   ,Unknown,Low,We will assist you shortly.,No
MSG00360,CUST3720,Need invoice for my purchase !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00361,CUST2018,Very bad service !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00362,CUST2122,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00363,CUST8876,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00364,CUST4303,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00365,CUST4771,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00366,CUST6408,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00367,CUST6624,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00368,CUST8931,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00369,CUST7084,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00370,CUST5816,I was charged twice for my order !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00371,CUST1382,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00372,CUST1723,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00373,CUST7062,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00374,CUST2730,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00375,CUST4444,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00376,CUST3913,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00377,CUST3959,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00378,CUST8851,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00379,CUST8894,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00380,CUST1610,   ,Unknown,Low,We will assist you shortly.,No
MSG00381,CUST9886,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00382,CUST2607,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00383,CUST5951,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00384,CUST4594,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00385,CUST9888,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00386,CUST7998,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00387,CUST4704,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00388,CUST1241,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00389,CUST2608,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00390,CUST5694,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00391,CUST1345,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00392,CUST4964,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00393,CUST5811,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00394,CUST8674,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00395,CUST7925,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00396,CUST7137,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00397,CUST2995,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00398,CUST2670,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00399,CUST1273,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00400,CUST9467,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00401,CUST8779,I am unhappy with support !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00402,CUST2967,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00403,CUST8139,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00404,CUST3552,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00405,CUST4207,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00406,CUST6964,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00407,CUST5611,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00408,CUST1074,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00409,CUST5989,Worst experience ever !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00410,CUST4186,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00411,CUST7566,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00412,CUST2289,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00413,CUST1523,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00414,CUST9451,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00415,CUST2064,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00416,CUST5100,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00417,CUST9509,Password reset not working !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00418,CUST7350,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00419,CUST2721,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00420,CUST9918,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00421,CUST9811,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00422,CUST6216,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00423,CUST5856,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00424,CUST8214,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00425,CUST5401,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00426,CUST9500,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00427,CUST3874,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00428,CUST6350,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00429,CUST7127,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00430,CUST2307,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00431,CUST9628,Very bad service !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00432,CUST8505,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00433,CUST9246,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00434,CUST3571,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00435,CUST9498,Website not loading !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00436,CUST3685,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00437,CUST3703,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00438,CUST2294,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00439,CUST8153,Wrong item delivered !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00440,CUST4884,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00441,CUST8315,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00442,CUST6747,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00443,CUST7485,I am unhappy with support !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00444,CUST7447,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00445,CUST7557,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00446,CUST9278,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00447,CUST9590,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00448,CUST4672,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00449,CUST4059,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00450,CUST9331,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00451,CUST2756,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00452,CUST2403,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00453,CUST1013,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00454,CUST4117,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00455,CUST3976,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00456,CUST2710,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00457,CUST4982,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00458,CUST6661,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00459,CUST9106,   ,Unknown,Low,We will assist you shortly.,No
MSG00460,CUST7606,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00461,CUST8701,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00462,CUST6990,Wrong item delivered !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00463,CUST3821,   ,Unknown,Low,We will assist you shortly.,No
MSG00464,CUST4386,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00465,CUST6324,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00466,CUST9279,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00467,CUST5834,Refund not received yet !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00468,CUST1163,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00469,CUST7238,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00470,CUST7965,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00471,CUST6130,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00472,CUST9828,   ,Unknown,Low,We will assist you shortly.,No
MSG00473,CUST4040,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00474,CUST4942,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00475,CUST8720,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00476,CUST2138,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00477,CUST3325,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00478,CUST1690,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00479,CUST2279,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00480,CUST8064,Very bad service !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00481,CUST5186,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00482,CUST4281,Order stuck in transit !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00483,CUST8205,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00484,CUST9713,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00485,CUST6017,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00486,CUST9461,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00487,CUST1865,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00488,CUST3990,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00489,CUST1675,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00490,CUST9890,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00491,CUST7389,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00492,CUST4994,I was charged twice for my order !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00493,CUST3424,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00494,CUST5507,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00495,CUST4967,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00496,CUST2620,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00497,CUST2288,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00498,CUST4062,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00499,CUST3627,   ,Unknown,Low,We will assist you shortly.,No
MSG00500,CUST8614,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00501,CUST1624,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00502,CUST7207,Cannot login to account !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00503,CUST4392,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00504,CUST4722,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00505,CUST5950,Worst experience ever !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00506,CUST3930,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00507,CUST6576,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00508,CUST6784,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00509,CUST6953,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00510,CUST4476,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00511,CUST9134,   ,Unknown,Low,We will assist you shortly.,No
MSG00512,CUST3427,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00513,CUST9246,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00514,CUST3688,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00515,CUST5808,   ,Unknown,Low,We will assist you shortly.,No
MSG00516,CUST6712,I want refund immediately !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00517,CUST5270,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00518,CUST7320,   ,Unknown,Low,We will assist you shortly.,No
MSG00519,CUST3313,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00520,CUST9048,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00521,CUST1895,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00522,CUST4344,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00523,CUST7264,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00524,CUST9153,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00525,CUST2193,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00526,CUST1988,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00527,CUST5986,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00528,CUST9912,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00529,CUST5134,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00530,CUST6542,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00531,CUST1751,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00532,CUST5538,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00533,CUST6709,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00534,CUST7849,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00535,CUST1387,Website not loading !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00536,CUST1959,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00537,CUST7999,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00538,CUST5171,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00539,CUST6061,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00540,CUST5006,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00541,CUST9857,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00542,CUST1131,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00543,CUST6691,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00544,CUST1034,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00545,CUST6324,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00546,CUST2301,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00547,CUST8240,   ,Unknown,Low,We will assist you shortly.,No
MSG00548,CUST4977,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00549,CUST2658,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00550,CUST1368,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00551,CUST4643,   ,Unknown,Low,We will assist you shortly.,No
MSG00552,CUST4681,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00553,CUST1109,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00554,CUST2890,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00555,CUST6721,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00556,CUST6941,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00557,CUST4112,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00558,CUST9199,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00559,CUST6548,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00560,CUST9922,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00561,CUST6073,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00562,CUST7277,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00563,CUST4113,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00564,CUST2752,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00565,CUST9908,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00566,CUST1521,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00567,CUST4579,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00568,CUST3791,Password reset not working !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00569,CUST4362,Need invoice for my purchase !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00570,CUST3233,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00571,CUST1593,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00572,CUST6305,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00573,CUST8731,Tracking not updating !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00574,CUST3196,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00575,CUST4654,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00576,CUST3061,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00577,CUST7285,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00578,CUST7311,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00579,CUST9629,Website not loading !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00580,CUST7933,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00581,CUST1060,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00582,CUST4203,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00583,CUST5875,I was charged twice for my order !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00584,CUST1414,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00585,CUST8310,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00586,CUST8212,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00587,CUST4266,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00588,CUST7057,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00589,CUST6989,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00590,CUST2940,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00591,CUST3362,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00592,CUST5863,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00593,CUST6552,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00594,CUST6986,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00595,CUST1931,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00596,CUST2850,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00597,CUST6850,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00598,CUST7810,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00599,CUST1187,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00600,CUST4629,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00601,CUST7853,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00602,CUST8290,Refund not received yet !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00603,CUST3837,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00604,CUST6488,Tracking not updating !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00605,CUST9594,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00606,CUST5513,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00607,CUST7240,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00608,CUST6065,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00609,CUST5644,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00610,CUST6630,   ,Unknown,Low,We will assist you shortly.,No
MSG00611,CUST5549,Need invoice for my purchase !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00612,CUST9292,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00613,CUST6967,Coupon code not working !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00614,CUST1592,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00615,CUST3738,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00616,CUST8448,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00617,CUST2826,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00618,CUST2313,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00619,CUST1506,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00620,CUST8790,Website not loading !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00621,CUST1715,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00622,CUST5222,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00623,CUST5325,I am unhappy with support !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00624,CUST3718,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00625,CUST7139,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00626,CUST8582,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00627,CUST6136,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00628,CUST6293,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00629,CUST6449,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00630,CUST1267,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00631,CUST5002,I am unhappy with support !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00632,CUST7406,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00633,CUST8901,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00634,CUST4912,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00635,CUST6415,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00636,CUST1508,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00637,CUST2353,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00638,CUST3307,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00639,CUST1104,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00640,CUST7207,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00641,CUST2688,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00642,CUST3951,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00643,CUST1390,   ,Unknown,Low,We will assist you shortly.,No
MSG00644,CUST6455,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00645,CUST5914,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00646,CUST3233,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00647,CUST9600,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00648,CUST1990,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00649,CUST4326,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00650,CUST8742,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00651,CUST7953,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00652,CUST9807,Coupon code not working !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00653,CUST6539,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00654,CUST8251,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
